AveragePrice,TotalVolume,4046,4225,4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,year,region,split
1.47,331096.91,29968.72,106953.41,212.34,193962.44,89298.05,104539.57,124.82,1,2018,52,-0.02664000572152713
1.49,21078.6,1793.19,2661.02,0.0,16624.39,16003.11,621.28,0.0,1,2018,53,-0.4907482980696045
1.07,43856758.99,14254036.95,13240108.54,744030.09,15618583.41,11122006.81,4208203.84,288372.76,0,2018,51,1.1452994736637299
0.95,170690.04,20434.59,124306.73,62.75,25885.97,17861.52,7630.01,394.44,0,2018,0,-0.289373664786031
0.98,766871.65,361052.47,40992.11,2241.25,362585.82,231651.1,128842.49,2092.23,0,2018,1,0.2870817156685164
1.19,111308.13,46666.75,4029.44,13051.92,47560.02,26234.97,21224.86,100.19,0,2018,3,0.2849978368988757
1.16,193797.84,18315.85,82542.49,64.56,92874.94,17134.64,75085.86,654.44,0,2018,5,-0.44283274102019177
1.45,821127.9,67346.3,437465.46,172602.28,143713.86,123696.08,18648.56,1369.22,0,2018,8,-0.014897029411257829
0.89,328610.51,79271.94,26266.39,9349.53,213722.65,197690.65,15890.08,141.92,0,2018,9,0.14495080831129864
1.01,195297.83,52829.19,23273.14,3688.9,115506.6,77188.99,38308.23,9.38,0,2018,10,0.5079983335766084
0.85,1321951.16,674131.83,179488.66,7407.26,460923.41,318137.7,124395.86,18389.85,0,2018,11,1.4788341289742035
1.14,970135.0,198818.47,214184.88,16782.37,540349.28,171567.44,368780.73,1.11,0,2018,12,-0.19027039962495576
1.14,423875.4,93285.3,49179.81,39956.28,241454.01,199363.28,27213.69,14877.04,0,2018,13,1.1749254290347972
1.5,182539.21,2934.81,74364.33,46019.94,59220.13,41229.37,5830.21,12160.55,0,2018,14,1.128752123618714
1.21,3917834.41,697966.52,1073237.17,387268.63,1759362.09,1291842.65,413076.14,54443.3,0,2018,15,0.3354495559214663
1.09,356561.21,87068.21,149428.06,461.31,119603.63,112264.59,5022.38,2316.66,0,2018,16,2.6308185080252615
1.1,500917.41,17312.52,403849.14,394.98,79360.77,75882.42,1440.58,2037.77,0,2018,17,-0.5362855246170275
1.18,177282.97,37834.74,41106.97,6186.32,92154.94,71385.81,18814.02,1955.11,0,2018,19,-0.4888960954326346
1.08,279716.84,164344.06,14100.24,747.25,100525.29,41572.7,58872.59,80.0,0,2018,20,0.12412273209824261
1.09,396075.04,90855.41,124813.67,7449.64,172956.32,87879.46,84504.64,572.22,0,2018,21,0.5533022268285542
1.06,3165706.56,1042854.85,772407.22,69147.43,1281297.06,1180496.53,32636.18,68164.35,0,2018,22,0.2431825579632477
1.11,1068549.83,716245.53,83811.58,1692.64,266800.08,122406.65,144296.76,96.67,0,2018,24,0.1914867427910531
1.12,4293974.11,986343.28,1707289.64,31162.38,1569178.81,1304315.78,253292.54,11570.49,0,2018,25,0.281804875028281
1.0,293893.89,128304.93,11488.61,1018.6,153081.75,111093.76,39894.66,2093.33,0,2018,26,-0.4028080102974223
1.13,2484852.67,79588.14,1525333.63,730.79,879200.11,841609.78,33777.4,3812.93,0,2018,28,-0.2920025891025837
1.1,6678816.69,491153.09,4127180.87,7483.91,2052998.82,1638465.85,397243.88,17289.09,0,2018,29,0.30119444150418634
1.05,576647.79,43577.69,431900.36,1177.56,99992.18,32903.66,65904.08,1184.44,0,2018,30,0.5941670672736703
1.08,603825.4,376130.4,36491.57,2388.2,188815.23,99212.92,89385.64,216.67,0,2018,31,0.3443218045066458
1.13,635262.78,53018.91,271103.57,673.43,310466.87,283411.14,24744.62,2311.11,0,2018,32,0.4281075363033425
0.71,1372259.3,653502.64,272551.44,13261.26,432943.96,239807.88,188254.97,4881.11,0,2018,33,0.4596239457858651
0.99,204292.73,63924.7,26737.89,2628.11,111002.03,38685.05,72296.98,20.0,0,2018,34,1.2617277525482673
1.1,2390888.95,951221.42,671829.8,22281.92,745555.81,665169.94,64202.37,16183.5,0,2018,35,1.425638147253024
1.16,737447.07,76793.88,303275.95,19593.77,337783.47,135205.74,201335.1,1242.63,0,2018,36,-0.0923356396993538
1.23,404605.55,125820.43,121024.08,6048.48,151712.56,135535.06,16176.39,1.11,0,2018,37,-0.4468721025809974
1.18,325216.56,58386.1,115451.21,2746.82,148632.43,125042.82,23312.94,276.67,0,2018,38,-0.23193287286657396
1.08,195489.72,50077.1,45273.77,460.45,99678.4,78176.82,20998.25,503.33,0,2018,39,-0.6281533969920753
1.34,479557.36,147202.39,253728.49,979.37,77647.11,69915.49,2317.62,5414.0,0,2018,40,-0.3250269287642408
1.06,580811.76,137094.31,267253.97,16056.62,160406.86,149416.57,8080.29,2910.0,0,2018,41,1.8967641629770364
1.44,771379.01,208864.27,426989.35,1761.65,133763.74,129591.86,252.19,3919.69,0,2018,42,0.7843088321236273
0.86,6794652.03,3287421.1,1053432.72,40551.47,2413246.74,1842906.83,505287.53,65052.38,0,2018,45,-2.7613977956603026
1.27,100922.54,23589.63,28876.34,487.56,47969.01,26558.44,21323.13,87.44,0,2018,47,-1.6755236733772938
1.23,216822.17,100380.18,11130.4,650.71,104660.88,79527.98,12757.54,12375.36,0,2018,48,-1.3518098792243134
1.05,100592.67,11601.87,54174.74,168.0,34648.06,7659.66,26988.4,0.0,0,2018,49,0.9718266464603218
1.1,707713.59,454561.43,53075.55,1824.15,198252.46,92277.4,105785.06,190.0,0,2018,50,-0.2439390580865667
1.05,7406461.8,2333933.76,1809080.54,131651.89,3131795.61,1452571.96,1664542.4,14681.25,0,2018,52,0.5209016150250951
1.64,20452.28,253.26,5641.18,0.0,14557.84,7688.26,6869.58,0.0,1,2018,1,0.7535439910371158
1.42,48946.64,1307.0,6014.72,56.2,41568.72,41212.74,355.98,0.0,1,2018,2,0.975022993531983
1.52,44581.01,21.61,2990.73,0.0,41568.67,32433.95,9134.72,0.0,1,2018,4,-2.327649089286886
1.04,31925.55,642.34,110.04,0.0,31173.17,19934.33,11238.84,0.0,1,2018,5,0.21450536740152687
1.61,38976.58,191.55,27075.47,0.0,11709.56,11666.49,43.07,0.0,1,2018,8,0.386128864501618
1.59,18955.27,561.8,4687.92,0.0,13705.55,5486.16,8219.39,0.0,1,2018,9,1.0877962742795197
1.42,16021.46,415.72,1735.15,0.0,13870.59,6754.42,7116.17,0.0,1,2018,10,-0.3508805280654925
1.5,30689.13,7817.28,983.38,0.0,21888.47,19827.13,2061.34,0.0,1,2018,11,-1.2739690936747945
1.35,30160.63,495.67,2566.93,0.0,27004.97,18491.45,8513.52,0.0,1,2018,13,0.0956797483759817
1.16,11368.32,33.67,1212.23,0.0,10122.42,10090.18,32.24,0.0,1,2018,14,0.22308012280641018
1.4,239584.67,4764.75,53468.03,0.0,181195.53,129896.28,51299.25,0.0,1,2018,15,0.44400085944462453
1.43,17550.03,484.75,327.97,12.05,16725.26,16718.69,6.57,0.0,1,2018,16,-1.4261723592809665
1.29,12972.05,241.55,1529.78,0.0,11200.72,4671.63,6529.09,0.0,1,2018,19,0.8754314136543564
1.94,6550.3,207.06,1092.77,0.0,5250.47,2158.5,3091.97,0.0,1,2018,20,-0.40346185695746534
1.68,103260.3,21521.24,30199.83,0.0,51539.23,51519.33,19.9,0.0,1,2018,22,0.6484274625031423
1.49,5117.11,6.68,1641.84,0.0,3468.59,1424.64,2043.95,0.0,1,2018,23,0.7295973039378861
1.55,10908.5,615.57,573.92,0.0,9719.01,8614.5,1104.51,0.0,1,2018,24,0.510842616255922
1.59,193335.07,2334.49,47567.36,739.82,142693.4,116004.67,26688.73,0.0,1,2018,25,-0.0037391603459163473
1.56,9093.61,32.25,2413.59,0.0,6647.77,2936.8,3710.97,0.0,1,2018,26,0.6952432405530732
1.95,92412.79,11088.62,27505.81,925.35,52893.01,52726.73,166.28,0.0,1,2018,28,1.3163149494822466
1.6,335452.84,20328.64,52899.38,828.95,261395.87,229814.19,31581.68,0.0,1,2018,29,0.6312126949361218
1.6,24492.82,5.06,393.64,0.0,24094.12,24087.46,6.66,0.0,1,2018,30,-0.47282436289322705
1.65,12028.2,363.12,1634.67,0.0,10030.41,7201.11,2829.3,0.0,1,2018,31,-0.744388578468731
1.49,20731.68,2770.62,3944.35,0.0,14016.71,13969.71,47.0,0.0,1,2018,33,0.46464612110093284
1.35,17884.8,1219.63,18.98,0.0,16646.19,16646.19,0.0,0.0,1,2018,34,-0.4638091730519429
1.51,92039.11,9758.54,26191.33,19.2,56070.04,41440.8,14629.24,0.0,1,2018,35,-0.3986243728217951
1.38,24690.77,80.62,4276.97,98.51,20234.67,16892.07,3342.6,0.0,1,2018,38,1.207710302301038
1.58,12229.34,73.67,2094.59,0.0,10061.08,6187.98,3873.1,0.0,1,2018,39,0.7515002082664489
1.53,14219.38,2342.23,4287.7,0.0,7589.45,7582.78,6.67,0.0,1,2018,40,-0.9408321510680847
1.75,16865.2,4520.98,9005.02,0.0,3339.2,3339.2,0.0,0.0,1,2018,41,0.5982548678119799
1.73,39936.22,9072.35,10465.42,0.0,20398.45,20394.01,4.44,0.0,1,2018,42,0.7378514571464829
1.39,116508.65,1487.33,30499.62,24.03,84497.67,2332.53,82165.14,0.0,1,2018,43,-2.167158200798984
1.48,162599.68,31073.64,5965.24,0.0,125560.8,102250.8,23310.0,0.0,1,2018,45,-1.9538805776892008
1.55,133107.57,2542.74,23016.61,94.15,107454.07,78542.98,28911.09,0.0,1,2018,46,0.14544499284746354
1.68,5570.28,343.2,2566.37,2.19,2658.52,844.13,1814.39,0.0,1,2018,47,-1.9839550578302667
1.45,14914.12,5193.56,2847.25,7.18,6866.13,6402.93,463.2,0.0,1,2018,48,-0.14667391653104184
1.08,11248.99,203.86,64.55,0.0,10980.58,7370.59,3609.99,0.0,1,2018,49,0.43444272560757824
1.54,10308.61,187.89,957.96,0.0,9162.76,7074.83,2087.93,0.0,1,2018,50,-0.906090823407591
1.57,22850.27,1918.79,3116.5,0.0,17814.98,17341.24,473.74,0.0,1,2018,53,-0.3857568545474312
0.89,63716144.15,21137400.46,19900871.87,1052499.15,21625372.67,15436246.72,5840414.83,348711.12,0,2018,51,1.8984522981281835
0.83,1115414.22,555643.88,50123.87,2646.48,506999.99,359891.85,144091.47,3016.67,0,2018,1,0.0770206355578462
1.04,1416788.72,144669.46,875764.21,7636.36,388718.69,374342.77,14182.59,193.33,0,2018,2,0.9898555507981848
1.01,146195.48,72777.74,5644.99,10658.57,57114.18,28181.0,28899.07,34.11,0,2018,3,0.1947142925998489
1.07,951681.75,33402.52,781710.93,1089.85,135478.45,96954.41,36599.6,1924.44,0,2018,4,-0.765410274617669
1.12,223134.0,17063.47,105108.38,128.05,100834.1,18250.94,81503.16,1080.0,0,2018,5,-1.4738081332185826
0.85,10094234.35,3254794.46,3610156.5,105864.37,3123419.02,2796915.41,240425.99,86077.62,0,2018,6,2.233842871279091
1.03,1405374.09,173205.76,888523.81,176808.41,166836.11,137145.05,27874.25,1816.81,0,2018,8,1.1114726123447334
0.69,1960909.65,981185.41,261943.81,8333.21,709447.22,586525.7,103747.07,19174.45,0,2018,11,-0.8334182951547471
0.94,1293645.42,215263.19,401440.6,14591.22,662350.41,150153.18,512197.23,0.0,0,2018,12,-0.04456026000429528
0.79,886942.76,272152.76,104921.43,120334.12,389534.45,324690.23,19686.59,45157.63,0,2018,13,-0.21966339400290144
0.87,7059591.58,1699936.0,2002016.44,677077.54,2680561.6,2101793.75,456985.01,121782.84,0,2018,15,1.4168588183729232
1.08,430247.11,95982.08,203448.51,598.38,130218.14,122087.75,5709.37,2421.02,0,2018,16,0.24199580239618157
1.07,634308.9,22645.59,532183.14,1183.6,78296.57,70604.4,5863.3,1828.87,0,2018,17,0.5404260994414101
0.84,336113.25,113742.68,75670.69,9695.88,137004.0,112697.0,22821.03,1485.97,0,2018,19,1.2683590138914678
0.94,353212.79,200574.52,17231.21,863.81,134543.25,52886.16,81380.42,276.67,0,2018,20,-0.08931827092898485
1.03,478067.88,101631.11,148709.68,10958.84,216768.25,80902.65,135152.27,713.33,0,2018,21,0.6380106040616139
0.84,4576287.5,1597424.84,701162.62,71431.52,2206268.52,2011254.18,137804.97,57209.37,0,2018,22,0.8863312895730403
0.85,196897.26,68013.95,28880.78,314.93,99687.6,76572.65,21545.32,1569.63,0,2018,23,1.246576108450918
0.96,1331567.2,904640.07,106692.43,2050.1,318184.6,122202.46,195762.14,220.0,0,2018,24,0.06023280752929746
0.91,6168571.61,1517158.74,2206856.47,37074.19,2407482.21,2096341.25,297642.12,13498.84,0,2018,25,1.1903137526293035
1.18,3671266.93,100918.95,2938207.28,5071.74,627068.96,569204.33,53858.96,4005.67,0,2018,28,-0.4488659523907896
0.95,917983.95,62514.54,783924.96,1047.99,70496.46,37279.64,31923.49,1293.33,0,2018,30,0.4770914082596792
0.95,752162.24,489577.93,47140.36,2413.72,213030.23,103124.05,109332.85,573.33,0,2018,31,-1.2985852207640554
1.19,836788.62,61022.68,536095.28,1186.33,238484.33,202017.82,34285.06,2181.45,0,2018,32,0.03463189995691553
0.68,1672663.29,718786.81,362371.73,16333.47,575171.28,205328.99,363848.95,5993.34,0,2018,33,2.1616763899653137
0.97,234225.88,78192.59,35056.29,3271.76,117705.24,37541.64,80100.27,63.33,0,2018,34,-0.2437486861779184
0.91,3514863.13,1603547.56,901110.33,16163.1,994042.14,902113.09,79785.65,12143.4,0,2018,35,1.681317552873063
0.81,574105.16,122473.52,200689.91,2706.88,248234.85,206040.49,41594.36,600.0,0,2018,38,0.1803146788533823
0.78,352261.54,91242.42,88887.54,617.85,171513.73,137347.21,33635.41,531.11,0,2018,39,0.9477532932875988
0.89,819053.65,239937.6,492858.71,876.71,85380.63,76925.2,1835.34,6620.09,0,2018,40,0.4168576418806551
0.83,795859.54,192311.64,268307.79,16457.61,318782.5,246911.78,70075.17,1795.55,0,2018,41,1.1655613688201776
0.87,1626642.95,449327.43,1016977.0,2084.07,158254.45,153510.72,414.24,4329.49,0,2018,42,0.7008255190263556
1.14,966683.84,173288.95,283864.22,2022.4,507508.27,150987.02,356005.31,515.94,0,2018,43,0.2746372024954811
0.92,729414.11,333679.95,121034.35,5045.71,269654.1,191649.77,74475.44,3528.89,0,2018,44,-0.9318805195102213
0.91,7810474.62,4571702.16,581571.34,24108.7,2633092.42,1527428.17,1091677.59,13986.66,0,2018,46,0.5258322827471599
1.09,151408.12,35704.08,50218.57,2506.44,62979.03,24554.21,38330.52,94.3,0,2018,47,1.541588228995793
1.09,115458.78,12284.78,63510.57,333.64,39329.79,10503.51,28826.28,0.0,0,2018,49,1.580345224399384
0.95,839628.48,547096.41,67799.38,1790.65,222942.04,98687.17,123854.87,400.0,0,2018,50,0.1688568713829385
0.91,9979253.96,2797539.75,2870884.29,137367.56,4173462.36,1387158.83,2768318.24,17985.29,0,2018,52,0.47809661568472445
0.79,1214824.11,522254.44,308178.4,17432.48,366958.79,163758.04,200547.42,2653.33,0,2018,53,-0.5658219654304533
1.55,1553505.77,140895.91,311885.58,1342.74,1099216.41,862135.42,237043.0,37.99,1,2018,51,0.09849762639608053
1.68,2510.31,37.95,248.07,0.0,2224.29,2224.29,0.0,0.0,1,2018,0,-1.0142106247376264
1.65,24728.03,263.68,5312.1,0.0,19152.25,7400.78,11751.47,0.0,1,2018,1,0.4882955782216657
1.37,54573.61,1394.13,5822.85,74.11,47282.52,46957.34,325.18,0.0,1,2018,2,-0.16753596160818177
1.82,3390.62,0.0,1370.38,0.0,2020.24,492.95,1527.29,0.0,1,2018,3,-0.8673553462319149
1.58,38431.58,69.5,2816.88,0.0,35545.2,28299.99,7245.21,0.0,1,2018,4,0.3100377966682541
1.03,32641.17,361.59,140.55,0.0,32139.03,21683.7,10455.33,0.0,1,2018,5,2.0397964374348856
1.66,179125.17,45933.7,62169.74,0.0,71021.73,70998.39,23.34,0.0,1,2018,6,0.24798313635037414
1.78,13480.41,23.36,6626.19,155.07,6675.79,5993.8,681.99,0.0,1,2018,7,0.4923041752539004
1.66,38753.16,181.64,27064.52,0.0,11507.0,11374.14,132.86,0.0,1,2018,8,-0.747265892781463
1.5,22992.79,741.28,5410.92,0.0,16840.59,5281.39,11559.2,0.0,1,2018,9,1.6701929788654895
1.42,29858.91,5185.39,758.78,0.0,23914.74,22107.44,1807.3,0.0,1,2018,11,-0.4305763420650934
1.65,25474.08,14334.43,3016.75,67.86,8055.04,7217.73,837.31,0.0,1,2018,12,-0.2712271828449657
1.29,8721.35,30.52,1075.76,0.0,7615.07,7608.29,6.78,0.0,1,2018,14,1.0524472498120971
1.47,219663.53,5028.51,54612.49,0.0,159857.4,108721.4,51136.0,0.0,1,2018,15,-0.15759713046112206
1.4,20513.88,335.16,283.3,0.0,19895.42,19895.42,0.0,0.0,1,2018,16,0.5219336153453449
2.02,15987.79,80.32,8180.23,5.7,7721.54,7718.21,3.33,0.0,1,2018,17,0.608338221798971
1.21,31129.37,7027.85,154.32,0.0,23947.2,23493.87,453.33,0.0,1,2018,18,-1.026113044849733
1.31,9713.07,349.34,1384.94,0.0,7978.79,3557.35,4421.44,0.0,1,2018,19,-1.1133392917658675
1.67,13035.16,1608.65,2781.67,0.0,8644.84,8643.33,1.51,0.0,1,2018,21,0.05495891545819318
1.66,90590.94,22997.06,23616.8,0.0,43977.08,43963.75,13.33,0.0,1,2018,22,0.4921913307059214
1.57,6825.98,10.7,1516.11,0.0,5299.17,1407.14,3892.03,0.0,1,2018,23,-0.22417652614119518
1.64,9805.5,269.05,953.05,0.0,8583.4,6672.85,1910.55,0.0,1,2018,24,1.9961840629822616
1.55,211985.0,2740.9,45347.23,650.92,163245.95,133416.15,29829.8,0.0,1,2018,25,-0.2914267362386761
1.55,12399.16,27.77,2164.88,0.0,10206.51,4145.81,6060.7,0.0,1,2018,26,0.430279476642402
1.41,8239.8,653.39,190.71,0.0,7395.7,6740.0,655.7,0.0,1,2018,27,0.4346470919563045
1.92,84040.48,8725.25,20181.34,535.53,54598.36,54584.16,14.2,0.0,1,2018,28,-1.193266545291677
1.55,321411.78,15407.27,39755.91,478.7,265769.9,238501.02,27268.88,0.0,1,2018,29,-0.9548668786879316
1.65,21790.31,1.43,292.08,0.0,21496.8,21496.8,0.0,0.0,1,2018,30,0.6823051487808627
1.52,11126.44,293.07,1161.57,0.0,9671.8,7993.34,1678.46,0.0,1,2018,31,0.09184470858362552
1.5,32341.23,2344.49,3739.79,3.78,26253.17,26217.39,35.78,0.0,1,2018,32,1.7011561794112828
1.49,21316.4,3063.25,4075.63,0.0,14177.52,14121.58,55.94,0.0,1,2018,33,-0.5580606011270395
1.36,17323.69,1240.21,3.76,0.0,16079.72,16063.05,16.67,0.0,1,2018,34,-0.331841972217567
1.48,88967.81,4733.46,22106.77,23.9,62103.68,47722.72,14380.96,0.0,1,2018,35,-1.4053629092824036
1.81,28606.37,1670.5,11071.0,3.49,15861.38,1916.43,13931.39,13.56,1,2018,36,-1.2399863542968916
2.13,14213.92,68.19,6447.88,127.77,7570.08,6531.71,1038.37,0.0,1,2018,37,-0.7176924961518346
1.31,26679.86,119.88,3831.0,43.67,22685.31,19906.16,2779.15,0.0,1,2018,38,0.7282070967624594
1.53,11653.77,103.87,1996.69,0.0,9553.21,7158.21,2395.0,0.0,1,2018,39,-0.7191298845881663
1.54,10645.12,2227.6,4120.26,0.0,4297.26,4293.93,3.33,0.0,1,2018,40,1.692400734726818
1.7,15211.99,4826.34,7478.39,0.0,2907.26,2907.26,0.0,0.0,1,2018,41,1.8093029576117023
1.73,27863.15,10016.58,10961.46,0.0,6885.11,6885.11,0.0,0.0,1,2018,42,-0.6489125042695457
1.37,19530.67,218.09,4574.97,47.51,14690.1,12179.74,2510.36,0.0,1,2018,44,0.20623416616862256
1.35,160821.6,25842.52,5807.49,0.0,129171.59,107579.41,21592.18,0.0,1,2018,45,0.11747398333302722
1.59,6352.76,267.67,1901.97,0.0,4183.12,867.77,3315.35,0.0,1,2018,47,0.05640437625756451
1.48,14262.77,1903.49,2553.83,0.0,9805.45,8864.73,940.72,0.0,1,2018,48,-0.559411761975586
1.04,14576.22,162.01,77.51,0.0,14336.7,10405.05,3931.65,0.0,1,2018,49,0.6526924678131343
1.44,10051.09,164.36,723.4,0.0,9163.33,7835.95,1327.38,0.0,1,2018,50,-0.655382954221499
1.6,19302.68,1833.56,3313.54,0.0,14155.58,13667.22,488.36,0.0,1,2018,53,0.5749110128600612
1.26,141423.42,17401.16,97654.08,102.24,26265.94,21239.35,4413.26,613.33,0,2018,0,0.3510390591359964
1.12,117958.6,47996.15,5674.48,11987.94,52300.03,25806.23,26407.28,86.52,0,2018,3,-1.038478203994758
1.09,884528.06,29898.55,724162.93,966.74,129499.84,95608.5,31914.67,1976.67,0,2018,4,1.1247226350923654
1.13,204317.09,18256.01,84677.89,106.28,101276.91,27283.72,73149.86,843.33,0,2018,5,0.12719858306520554
1.05,6788833.84,2571518.16,1741569.28,105679.43,2370066.97,2185146.59,92421.81,92498.57,0,2018,6,-0.21688890983924564
1.23,295237.78,82331.63,83052.05,6355.81,123498.29,110260.91,13237.38,0.0,0,2018,7,0.007984752329564767
1.21,939728.44,104787.38,509295.96,170505.56,155139.54,136319.9,17232.39,1587.25,0,2018,8,0.9697973328549435
0.84,306515.57,98402.02,27297.53,14751.47,166064.55,150412.67,15576.37,75.51,0,2018,9,0.09677729271023584
0.93,1149303.87,196880.53,254419.46,18414.49,679589.39,150627.99,528961.4,0.0,0,2018,12,0.30311524506911874
0.96,542545.01,146822.07,49441.52,45447.22,300834.2,276542.69,15774.6,8516.91,0,2018,13,-0.4627245589319547
1.44,189642.33,3372.66,73354.21,46572.64,66342.82,50212.63,3409.6,12720.59,0,2018,14,-0.4878133221382504
1.03,4619011.81,1042439.17,1113940.91,398194.14,2064437.59,1698065.65,319565.58,46806.36,0,2018,15,-0.38457432187883894
1.06,411718.28,98220.74,187960.19,506.86,125030.49,117234.27,5023.05,2773.17,0,2018,16,-2.083542835946489
1.12,497433.85,23455.12,393654.53,494.31,79829.89,75769.0,2145.33,1915.56,0,2018,17,0.6498689112782868
0.96,247912.58,66548.45,39339.78,7372.43,134651.92,116368.79,16387.42,1895.71,0,2018,19,-0.6512041417026891
1.03,385318.21,93458.54,126320.84,6558.62,158980.21,73484.4,84849.14,646.67,0,2018,21,-1.9351426929103552
0.92,3344269.24,1278277.84,399397.03,71842.4,1594751.97,1471852.68,60427.89,62471.4,0,2018,22,-0.3071671399285217
0.92,137375.15,41977.36,21649.12,292.24,73456.43,49226.18,23111.36,1118.89,0,2018,23,0.32951189315246127
0.88,315855.29,152730.86,10897.05,1021.18,151206.2,113640.61,34957.81,2607.78,0,2018,26,-0.12671778427189234
1.09,335091.93,190194.96,20846.97,3198.0,120852.0,103778.93,16539.74,533.33,0,2018,27,-0.6908149718418182
1.16,2457535.66,76075.46,1556935.15,1051.67,823473.38,790721.83,28291.55,4460.0,0,2018,28,-0.1358739626878809
1.13,6694854.89,532678.76,4226211.87,8637.07,1927327.19,1578918.74,329328.98,19079.47,0,2018,29,0.26103979119562915
1.03,567730.66,46755.18,442879.63,842.56,77253.29,34630.47,41472.82,1150.0,0,2018,30,0.7031510837908783
1.23,459103.68,282391.16,24753.96,2352.98,149605.58,87191.21,62074.37,340.0,0,2018,31,1.8340815025356445
0.72,1322015.38,627209.88,249062.52,13381.87,432361.11,196250.48,230560.63,5550.0,0,2018,33,0.7560686973899855
0.99,201150.1,77576.74,32737.3,3447.64,87388.42,34497.68,52870.74,20.0,0,2018,34,0.7877081232643074
1.09,2338822.5,982516.72,590952.85,11506.23,753846.7,679277.27,72710.72,1858.71,0,2018,35,0.8307017291740998
1.11,787559.88,88217.4,288969.35,17796.76,392576.37,123797.45,268190.76,588.16,0,2018,36,-0.08636641408050647
1.13,413181.34,125270.54,106551.17,6504.67,174854.96,161579.02,13265.94,10.0,0,2018,37,-0.3956907136577264
0.96,373616.78,82833.56,111125.55,2218.49,177439.18,152196.88,24908.97,333.33,0,2018,38,-0.32884924082910294
0.9,233816.37,58613.27,46037.84,501.31,128663.95,111492.77,16667.85,503.33,0,2018,39,0.6087813541696406
1.24,528952.41,191712.67,248330.64,837.59,88071.51,80397.16,1005.77,6668.58,0,2018,40,-1.2684727587487692
1.01,541012.81,164526.67,146815.27,17441.0,212229.87,191483.07,18397.91,2348.89,0,2018,41,1.5457628737071543
1.29,687259.91,97772.62,188149.03,1417.05,399921.21,113695.42,285314.84,910.95,0,2018,43,-1.846374737190265
0.71,8628945.2,4000684.31,1009149.85,41197.62,3577913.42,3068604.64,442570.37,66738.41,0,2018,45,-0.3516781805328406
1.13,4973822.65,2818955.02,325867.85,22204.3,1806795.48,1208818.46,587285.91,10691.11,0,2018,46,0.4550776781732445
1.23,106878.21,23299.33,29563.68,604.83,53410.37,18364.09,34906.66,139.62,0,2018,47,0.0812780752728192
1.16,215518.07,90750.89,10372.31,778.96,113615.91,86956.29,25755.97,903.65,0,2018,48,-0.650146109051917
1.31,484405.57,311263.87,31561.65,1620.21,139959.84,80039.98,59693.19,226.67,0,2018,50,3.364812965055867
0.98,7984513.6,2384040.92,1854037.0,128140.4,3618295.28,1247034.54,2353564.04,17696.7,0,2018,52,-2.1591063046081636
0.76,1076566.93,561984.4,183658.67,9769.63,321154.23,165953.17,152639.95,2561.11,0,2018,53,-0.609710411852233
1.53,1628313.11,155886.88,358982.72,1957.66,1111090.67,873501.09,237527.59,61.99,1,2018,51,-1.2717286973261073
1.6,21427.82,240.58,4520.3,0.0,16666.94,7666.71,9000.23,0.0,1,2018,1,0.36265136026116035
1.38,54896.02,1207.73,6409.53,67.77,47210.99,46923.51,287.48,0.0,1,2018,2,1.3713495417927406
1.79,3371.92,0.0,981.72,0.0,2390.2,586.89,1803.31,0.0,1,2018,3,-1.748776952833546
1.46,46346.09,11.89,2518.24,0.0,43815.96,35917.56,7898.4,0.0,1,2018,4,1.3179315682562631
1.07,31712.83,545.63,151.89,0.0,31015.31,17177.97,13837.34,0.0,1,2018,5,-1.5810042664085164
1.77,183923.75,39611.12,72219.65,0.0,72092.98,72062.98,30.0,0.0,1,2018,6,0.7846840573884237
1.73,13870.52,18.73,7530.07,236.86,6084.86,5676.21,408.65,0.0,1,2018,7,-0.8598757628488667
1.65,40811.86,127.9,26754.26,0.0,13929.7,13919.7,10.0,0.0,1,2018,8,-0.9820412873862047
1.45,12192.0,433.07,1501.76,0.0,10257.17,5127.47,5129.7,0.0,1,2018,10,-0.887359492345798
1.41,27842.47,4701.94,829.55,0.0,22310.98,19243.75,3067.23,0.0,1,2018,11,-0.9479706373013735
1.66,24628.31,10122.03,4269.58,79.27,10157.43,9310.3,847.13,0.0,1,2018,12,1.0747140769445622
1.53,21686.57,471.71,2846.5,0.0,18339.05,10473.99,7865.06,0.0,1,2018,13,-0.28708314827816345
1.44,225045.67,4616.85,52597.91,0.0,167435.73,116826.71,50609.02,0.0,1,2018,15,-1.2836012711738896
1.37,20809.11,703.56,351.48,0.0,19754.07,19736.01,18.06,0.0,1,2018,16,1.1427221592423775
1.14,28860.29,6228.15,193.99,0.0,22438.15,21961.48,476.67,0.0,1,2018,18,0.7354251109180303
1.39,3397.23,41.18,471.34,15.93,2868.78,2666.67,202.11,0.0,1,2018,20,-0.2158180270415767
1.65,12612.74,1561.04,2457.01,0.0,8594.69,8594.69,0.0,0.0,1,2018,21,2.162500874395227
1.7,95883.72,17566.59,30976.7,0.0,47340.43,47340.43,0.0,0.0,1,2018,22,1.0830716106838845
1.55,5153.82,18.37,1240.13,0.0,3895.32,1343.6,2551.72,0.0,1,2018,23,1.3245329169681541
1.44,7507.77,149.01,527.17,0.0,6831.59,6490.0,341.59,0.0,1,2018,24,-1.30318275077495
1.48,10267.54,61.61,2187.04,0.0,8018.89,4116.9,3901.99,0.0,1,2018,26,-1.7735646172375947
